x
(Intercept) 39.6254874363159
cg03695421 19.5366609627544
cg03767353 -14.7789415198079
cg10076560 -56.9937936596888
cg10841270 -15.399114306295
cg15563434 28.8245810897652
cg00121626 8.79144773779488
cg00876332 9.58470895864308
cg02582450 10.9667440644843
cg04691144 30.4581453474734
cg05608794 -14.1710517058206
cg06247034 16.4158081813268
cg06628792 13.0549917879157
cg08593141 -22.5730057472359
cg13308744 -60.2058645586723
cg13654344 -8.30418613897674
cg14170959 8.77750415860426
cg14720093 10.0271282583084
cg16292375 13.693636486983
cg17816615 -12.2261151772849
